Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-29 00:00:00+07:00,1360.5799560546875,1363.9599609375,1349.8299560546875,1349.8299560546875,3286600,0.0,0.0
2024-05-30 00:00:00+07:00,1345.7099609375,1353.5,1340.8299560546875,1351.52001953125,3355200,0.0,0.0
2024-05-31 00:00:00+07:00,1353.93994140625,1359.25,1342.6199951171875,1345.6600341796875,6489700,0.0,0.0
2024-06-04 00:00:00+07:00,1350.9000244140625,1354.75,1336.0699462890625,1337.3199462890625,4742200,0.0,0.0
2024-06-05 00:00:00+07:00,1339.5799560546875,1344.3900146484375,1333.969970703125,1338.3199462890625,4143800,0.0,0.0
2024-06-06 00:00:00+07:00,1341.739990234375,1344.47998046875,1325.7099609375,1328.4100341796875,3771900,0.0,0.0
2024-06-07 00:00:00+07:00,1327.300048828125,1334.1199951171875,1325.949951171875,1332.739990234375,3533600,0.0,0.0
2024-06-10 00:00:00+07:00,1328.9000244140625,1329.81005859375,1313.260009765625,1318.5699462890625,3844900,0.0,0.0
2024-06-11 00:00:00+07:00,1318.6800537109375,1325.52001953125,1314.3499755859375,1316.0999755859375,4585800,0.0,0.0
2024-06-12 00:00:00+07:00,1316.6199951171875,1320.510009765625,1311.0400390625,1316.68994140625,3829400,0.0,0.0
2024-06-13 00:00:00+07:00,1320.5899658203125,1323.3299560546875,1310.4000244140625,1311.780029296875,3599400,0.0,0.0
2024-06-14 00:00:00+07:00,1311.3800048828125,1315.699951171875,1304.31005859375,1306.56005859375,3368400,0.0,0.0
2024-06-17 00:00:00+07:00,1305.1300048828125,1305.199951171875,1288.5799560546875,1296.5899658203125,3922800,0.0,0.0
2024-06-18 00:00:00+07:00,1300.2099609375,1310.760009765625,1296.1800537109375,1297.4100341796875,3602100,0.0,0.0
2024-06-19 00:00:00+07:00,1300.969970703125,1304.1500244140625,1281.8699951171875,1303.8199462890625,6281200,0.0,0.0
2024-06-20 00:00:00+07:00,1302.449951171875,1304.239990234375,1293.68994140625,1298.2900390625,3836000,0.0,0.0
2024-06-21 00:00:00+07:00,1295.0999755859375,1311.31005859375,1289.2099609375,1306.4100341796875,6508800,0.0,0.0
2024-06-24 00:00:00+07:00,1302.6199951171875,1317.6300048828125,1300.3599853515625,1316.72998046875,4298300,0.0,0.0
2024-06-25 00:00:00+07:00,1318.1800537109375,1323.72998046875,1315.6400146484375,1319.1400146484375,4360600,0.0,0.0
2024-06-26 00:00:00+07:00,1322.719970703125,1324.47998046875,1315.5,1319.1500244140625,3308700,0.0,0.0
2024-06-27 00:00:00+07:00,1315.6099853515625,1316.5799560546875,1307.6700439453125,1309.4599609375,3575800,0.0,0.0
2024-06-28 00:00:00+07:00,1311.4200439453125,1311.72998046875,1296.6700439453125,1300.9599609375,5350900,0.0,0.0
2024-07-01 00:00:00+07:00,1301.9599609375,1306.280029296875,1296.1099853515625,1299.3499755859375,3175800,0.0,0.0
2024-07-02 00:00:00+07:00,1297.47998046875,1297.8499755859375,1286.8299560546875,1288.5799560546875,3567000,0.0,0.0
2024-07-03 00:00:00+07:00,1289.5699462890625,1296.1300048828125,1286.7900390625,1294.699951171875,2527300,0.0,0.0
2024-07-04 00:00:00+07:00,1300.6199951171875,1309.4599609375,1300.260009765625,1301.0400390625,2517400,0.0,0.0
2024-07-05 00:00:00+07:00,1303.06005859375,1312.75,1298.4300537109375,1311.989990234375,3588200,0.0,0.0
2024-07-08 00:00:00+07:00,1311.699951171875,1322.5,1311.050048828125,1322.5,3271700,0.0,0.0
2024-07-09 00:00:00+07:00,1323.81005859375,1325.1800537109375,1317.02001953125,1319.9200439453125,3207500,0.0,0.0
2024-07-10 00:00:00+07:00,1320.6800537109375,1327.1600341796875,1318.719970703125,1323.280029296875,3122300,0.0,0.0
2024-07-11 00:00:00+07:00,1326.199951171875,1330.010009765625,1320.0,1329.3699951171875,3313000,0.0,0.0
2024-07-12 00:00:00+07:00,1327.780029296875,1332.760009765625,1325.6400146484375,1332.0400390625,3686600,0.0,0.0
2024-07-15 00:00:00+07:00,1326.06005859375,1328.510009765625,1320.56005859375,1327.4300537109375,3734500,0.0,0.0
2024-07-16 00:00:00+07:00,1327.77001953125,1330.8399658203125,1320.0799560546875,1321.31005859375,3561600,0.0,0.0
2024-07-17 00:00:00+07:00,1325.3900146484375,1330.219970703125,1318.4100341796875,1319.7900390625,3704600,0.0,0.0
2024-07-18 00:00:00+07:00,1318.4599609375,1327.02001953125,1317.8900146484375,1324.760009765625,4251100,0.0,0.0
2024-07-19 00:00:00+07:00,1321.300048828125,1324.5699462890625,1317.1400146484375,1317.1400146484375,2799800,0.0,0.0
2024-07-23 00:00:00+07:00,1318.81005859375,1321.2099609375,1300.0400390625,1301.5400390625,4110900,0.0,0.0
2024-07-24 00:00:00+07:00,1299.6400146484375,1301.550048828125,1293.949951171875,1298.0799560546875,3665700,0.0,0.0
2024-07-25 00:00:00+07:00,1289.97998046875,1295.8800048828125,1288.219970703125,1291.5799560546875,3611800,0.0,0.0
2024-07-26 00:00:00+07:00,1292.6400146484375,1307.2099609375,1290.47998046875,1307.2099609375,3753100,0.0,0.0
2024-07-30 00:00:00+07:00,1311.949951171875,1315.780029296875,1306.219970703125,1308.0899658203125,4129200,0.0,0.0
2024-07-31 00:00:00+07:00,1312.68994140625,1322.0799560546875,1311.9300537109375,1320.8599853515625,3642300,0.0,0.0
2024-08-01 00:00:00+07:00,1322.510009765625,1329.760009765625,1319.2900390625,1322.75,3794000,0.0,0.0
2024-08-02 00:00:00+07:00,1315.0699462890625,1318.260009765625,1310.52001953125,1313.0799560546875,3147200,0.0,0.0
2024-08-05 00:00:00+07:00,1295.6500244140625,1296.1099853515625,1273.1700439453125,1274.6700439453125,5238700,0.0,0.0
2024-08-06 00:00:00+07:00,1285.6199951171875,1289.239990234375,1274.010009765625,1274.010009765625,3247700,0.0,0.0
2024-08-07 00:00:00+07:00,1282.050048828125,1293.93994140625,1282.050048828125,1290.550048828125,4038200,0.0,0.0
2024-08-08 00:00:00+07:00,1287.530029296875,1299.1400146484375,1287.1400146484375,1296.25,3635700,0.0,0.0
2024-08-09 00:00:00+07:00,1305.8800048828125,1309.6600341796875,1292.800048828125,1297.0699462890625,3821200,0.0,0.0
2024-08-13 00:00:00+07:00,1299.72998046875,1300.8299560546875,1292.4100341796875,1297.7900390625,3792500,0.0,0.0
2024-08-14 00:00:00+07:00,1300.5899658203125,1306.8800048828125,1280.989990234375,1292.68994140625,5413800,0.0,0.0
2024-08-15 00:00:00+07:00,1291.8900146484375,1293.0999755859375,1279.3399658203125,1289.8399658203125,3870500,0.0,0.0
2024-08-16 00:00:00+07:00,1295.949951171875,1305.030029296875,1295.3499755859375,1303.0,3503400,0.0,0.0
2024-08-19 00:00:00+07:00,1305.8900146484375,1323.3800048828125,1302.969970703125,1323.3800048828125,5146100,0.0,0.0
2024-08-20 00:00:00+07:00,1327.25,1337.3499755859375,1323.93994140625,1328.1199951171875,4341200,0.0,0.0
2024-08-21 00:00:00+07:00,1328.5,1339.6099853515625,1327.1199951171875,1337.8299560546875,4990900,0.0,0.0
2024-08-22 00:00:00+07:00,1338.8399658203125,1343.3499755859375,1334.7900390625,1341.030029296875,4055400,0.0,0.0
2024-08-23 00:00:00+07:00,1341.530029296875,1355.52001953125,1340.5899658203125,1354.8699951171875,6408000,0.0,0.0
2024-08-26 00:00:00+07:00,1356.1099853515625,1366.760009765625,1351.3299560546875,1364.81005859375,5902000,0.0,0.0
2024-08-27 00:00:00+07:00,1365.6400146484375,1368.550048828125,1360.739990234375,1364.31005859375,4895000,0.0,0.0
2024-08-28 00:00:00+07:00,1361.5899658203125,1370.6700439453125,1356.510009765625,1365.719970703125,4050200,0.0,0.0
2024-08-29 00:00:00+07:00,1361.3399658203125,1366.760009765625,1355.989990234375,1357.4100341796875,3321900,0.0,0.0
2024-08-30 00:00:00+07:00,1360.1600341796875,1367.0899658203125,1355.4599609375,1359.0699462890625,5566400,0.0,0.0
2024-09-02 00:00:00+07:00,1353.6400146484375,1353.6400146484375,1353.6400146484375,1353.6400146484375,0,0.0,0.0
2024-09-03 00:00:00+07:00,1354.260009765625,1370.0400390625,1354.260009765625,1364.5999755859375,3945000,0.0,0.0
2024-09-04 00:00:00+07:00,1355.31005859375,1367.8800048828125,1355.31005859375,1365.489990234375,3522800,0.0,0.0
2024-09-05 00:00:00+07:00,1372.2900390625,1406.489990234375,1371.489990234375,1404.280029296875,6841900,0.0,0.0
2024-09-06 00:00:00+07:00,1413.93994140625,1431.239990234375,1412.760009765625,1427.6400146484375,8722900,0.0,0.0
2024-09-09 00:00:00+07:00,1429.1600341796875,1438.31005859375,1417.6800537109375,1431.1300048828125,7500300,0.0,0.0
2024-09-10 00:00:00+07:00,1431.9100341796875,1434.6800537109375,1422.6300048828125,1428.030029296875,6123800,0.0,0.0
2024-09-11 00:00:00+07:00,1424.68994140625,1428.1300048828125,1405.300048828125,1415.4100341796875,5734400,0.0,0.0
2024-09-12 00:00:00+07:00,1422.4200439453125,1429.449951171875,1419.93994140625,1421.5799560546875,4569400,0.0,0.0
2024-09-13 00:00:00+07:00,1428.1500244140625,1433.6600341796875,1421.469970703125,1424.3900146484375,5600100,0.0,0.0
2024-09-16 00:00:00+07:00,1425.8900146484375,1436.800048828125,1423.199951171875,1435.530029296875,8451200,0.0,0.0
2024-09-17 00:00:00+07:00,1437.469970703125,1439.3499755859375,1431.56005859375,1436.5999755859375,7316600,0.0,0.0
2024-09-18 00:00:00+07:00,1437.68994140625,1446.52001953125,1432.9100341796875,1435.77001953125,6480100,0.0,0.0
2024-09-19 00:00:00+07:00,1440.3499755859375,1454.8399658203125,1436.1400146484375,1454.8399658203125,6953900,0.0,0.0
2024-09-20 00:00:00+07:00,1458.2099609375,1462.3499755859375,1451.68994140625,1451.68994140625,7876100,0.0,0.0
2024-09-23 00:00:00+07:00,1454.18994140625,1455.43994140625,1442.02001953125,1447.9000244140625,4849300,0.0,0.0
2024-09-24 00:00:00+07:00,1451.6700439453125,1463.31005859375,1447.5899658203125,1462.0999755859375,4468100,0.0,0.0
2024-09-25 00:00:00+07:00,1466.3699951171875,1471.68994140625,1460.22998046875,1461.5799560546875,6325300,0.0,0.0
2024-09-26 00:00:00+07:00,1463.3699951171875,1464.81005859375,1449.6800537109375,1455.030029296875,5682300,0.0,0.0
2024-09-27 00:00:00+07:00,1453.97998046875,1460.550048828125,1446.5999755859375,1450.1500244140625,5389900,0.0,0.0
2024-09-30 00:00:00+07:00,1445.1800537109375,1453.5400390625,1444.1099853515625,1448.8299560546875,4717400,0.0,0.0
2024-10-01 00:00:00+07:00,1449.81005859375,1468.1400146484375,1449.6400146484375,1464.6600341796875,4035900,0.0,0.0
2024-10-02 00:00:00+07:00,1461.7099609375,1464.27001953125,1447.4000244140625,1451.4000244140625,5561800,0.0,0.0
2024-10-03 00:00:00+07:00,1446.6500244140625,1452.0,1440.31005859375,1442.72998046875,4205800,0.0,0.0
2024-10-04 00:00:00+07:00,1441.8399658203125,1447.6500244140625,1432.219970703125,1444.25,4571900,0.0,0.0
2024-10-07 00:00:00+07:00,1444.27001953125,1453.699951171875,1443.56005859375,1452.199951171875,3779000,0.0,0.0
2024-10-08 00:00:00+07:00,1448.27001953125,1459.6400146484375,1447.3499755859375,1452.800048828125,3988000,0.0,0.0
2024-10-09 00:00:00+07:00,1454.780029296875,1460.3299560546875,1453.3299560546875,1456.969970703125,4474300,0.0,0.0
2024-10-10 00:00:00+07:00,1462.469970703125,1474.510009765625,1458.5899658203125,1468.52001953125,4199400,0.0,0.0
2024-10-11 00:00:00+07:00,1471.9300537109375,1482.02001953125,1470.0999755859375,1470.0999755859375,4214800,0.0,0.0
2024-10-15 00:00:00+07:00,1472.68994140625,1478.3699951171875,1463.3199462890625,1465.030029296875,4542000,0.0,0.0
2024-10-16 00:00:00+07:00,1462.6500244140625,1488.5899658203125,1461.1199951171875,1485.010009765625,5744400,0.0,0.0
2024-10-17 00:00:00+07:00,1490.0999755859375,1498.6099853515625,1489.719970703125,1495.02001953125,4485000,0.0,0.0
2024-10-18 00:00:00+07:00,1493.97998046875,1506.8199462890625,1488.6099853515625,1489.8199462890625,4687400,0.0,0.0
2024-10-21 00:00:00+07:00,1493.0799560546875,1494.6700439453125,1482.75,1488.739990234375,3366700,0.0,0.0
2024-10-22 00:00:00+07:00,1485.81005859375,1487.800048828125,1467.77001953125,1470.3199462890625,3560700,0.0,0.0
2024-10-24 00:00:00+07:00,1466.27001953125,1476.5799560546875,1458.6700439453125,1460.6400146484375,4476700,0.0,0.0
2024-10-25 00:00:00+07:00,1463.77001953125,1468.7900390625,1456.5899658203125,1463.4200439453125,3036300,0.0,0.0
2024-10-28 00:00:00+07:00,1464.1199951171875,1465.8599853515625,1449.72998046875,1453.030029296875,3841100,0.0,0.0
2024-10-29 00:00:00+07:00,1453.9000244140625,1461.9300537109375,1449.239990234375,1451.1600341796875,2987100,0.0,0.0
2024-10-30 00:00:00+07:00,1448.949951171875,1456.02001953125,1443.2099609375,1447.199951171875,3285000,0.0,0.0
2024-10-31 00:00:00+07:00,1446.260009765625,1468.449951171875,1446.260009765625,1466.0400390625,3140900,0.0,0.0
2024-11-01 00:00:00+07:00,1464.1700439453125,1466.9100341796875,1459.260009765625,1464.1700439453125,3002600,0.0,0.0
2024-11-04 00:00:00+07:00,1467.969970703125,1473.280029296875,1461.4599609375,1462.949951171875,2647900,0.0,0.0
2024-11-05 00:00:00+07:00,1464.550048828125,1486.550048828125,1462.6300048828125,1481.6700439453125,2650200,0.0,0.0
2024-11-06 00:00:00+07:00,1484.3800048828125,1487.5799560546875,1463.06005859375,1467.4200439453125,4411100,0.0,0.0
2024-11-07 00:00:00+07:00,1469.7099609375,1478.77001953125,1468.56005859375,1469.719970703125,3442000,0.0,0.0
2024-11-08 00:00:00+07:00,1473.18994140625,1474.5899658203125,1458.3399658203125,1464.68994140625,2914200,0.0,0.0
2024-11-11 00:00:00+07:00,1463.75,1465.2900390625,1452.81005859375,1456.469970703125,3667100,0.0,0.0
2024-11-12 00:00:00+07:00,1455.9000244140625,1460.1300048828125,1443.1500244140625,1445.0699462890625,3755000,0.0,0.0
2024-11-13 00:00:00+07:00,1447.8199462890625,1463.31005859375,1447.8199462890625,1451.469970703125,3086500,0.0,0.0
2024-11-14 00:00:00+07:00,1450.010009765625,1461.989990234375,1441.1500244140625,1450.1199951171875,3902000,0.0,0.0
2024-11-15 00:00:00+07:00,1455.81005859375,1458.3199462890625,1436.7900390625,1442.6300048828125,3556700,0.0,0.0
2024-11-18 00:00:00+07:00,1448.300048828125,1456.5699462890625,1442.1600341796875,1452.780029296875,2898900,0.0,0.0
2024-11-19 00:00:00+07:00,1460.25,1471.47998046875,1458.9100341796875,1460.1099853515625,3280400,0.0,0.0
2024-11-20 00:00:00+07:00,1462.6500244140625,1462.77001953125,1454.68994140625,1462.47998046875,2411000,0.0,0.0
2024-11-21 00:00:00+07:00,1442.72998046875,1453.1199951171875,1436.72998046875,1440.4599609375,2693000,0.0,0.0
2024-11-22 00:00:00+07:00,1445.1700439453125,1451.52001953125,1435.780029296875,1446.300048828125,3417900,0.0,0.0
2024-11-25 00:00:00+07:00,1452.77001953125,1455.3900146484375,1441.8599853515625,1443.31005859375,3001900,0.0,0.0
2024-11-26 00:00:00+07:00,1442.27001953125,1448.5899658203125,1435.5400390625,1438.25,2837600,0.0,0.0
2024-11-27 00:00:00+07:00,1436.3199462890625,1437.27001953125,1425.9300537109375,1430.4000244140625,2759400,0.0,0.0
2024-11-28 00:00:00+07:00,1430.31005859375,1433.6099853515625,1421.9599609375,1428.010009765625,2938900,0.0,0.0
2024-11-29 00:00:00+07:00,1429.02001953125,1433.030029296875,1422.8800048828125,1427.5400390625,3437200,0.0,0.0
2024-12-02 00:00:00+07:00,1430.550048828125,1437.1099853515625,1421.1800537109375,1437.1099853515625,2991100,0.0,0.0
2024-12-03 00:00:00+07:00,1441.4300537109375,1455.8399658203125,1441.4300537109375,1454.760009765625,3795700,0.0,0.0
2024-12-04 00:00:00+07:00,1455.1600341796875,1457.7099609375,1448.5400390625,1450.8199462890625,4401300,0.0,0.0
2024-12-06 00:00:00+07:00,1450.050048828125,1454.969970703125,1448.2099609375,1451.9599609375,2915600,0.0,0.0
2024-12-09 00:00:00+07:00,1448.93994140625,1450.4100341796875,1441.989990234375,1447.530029296875,2570700,0.0,0.0
2024-12-11 00:00:00+07:00,1444.949951171875,1454.3199462890625,1441.6800537109375,1443.050048828125,2647400,0.0,0.0
2024-12-12 00:00:00+07:00,1448.5899658203125,1456.9200439453125,1439.010009765625,1439.8900146484375,3080000,0.0,0.0
2024-12-13 00:00:00+07:00,1435.31005859375,1438.6700439453125,1429.6800537109375,1431.6700439453125,3648100,0.0,0.0
2024-12-16 00:00:00+07:00,1422.800048828125,1424.6800537109375,1414.8599853515625,1419.719970703125,3076000,0.0,0.0
2024-12-17 00:00:00+07:00,1418.02001953125,1421.6500244140625,1393.93994140625,1395.5699462890625,4249900,0.0,0.0
2024-12-18 00:00:00+07:00,1399.280029296875,1404.47998046875,1389.239990234375,1398.949951171875,3363700,0.0,0.0
2024-12-19 00:00:00+07:00,1384.239990234375,1394.260009765625,1374.3299560546875,1377.530029296875,3597200,0.0,0.0
2024-12-20 00:00:00+07:00,1375.8299560546875,1379.9100341796875,1361.3399658203125,1365.0699462890625,4330100,0.0,0.0
2024-12-23 00:00:00+07:00,1374.06005859375,1386.9300537109375,1366.7099609375,1386.9100341796875,4369500,0.0,0.0
2024-12-24 00:00:00+07:00,1390.1600341796875,1397.510009765625,1388.219970703125,1394.6700439453125,2174600,0.0,0.0
2024-12-26 00:00:00+07:00,1400.5999755859375,1403.449951171875,1395.4000244140625,1397.800048828125,2432200,0.0,0.0
2024-12-27 00:00:00+07:00,1398.1300048828125,1410.02001953125,1395.1500244140625,1401.4599609375,3608700,0.0,0.0
